0.060007,-0.087224,0.10817,-0.22691,-0.0016504,-0.16263,0.31866,0.010977,-0.25053,-0.23143,-0.11521,-0.017403,0.11914,0.038096,-0.10475,-0.11735,0.0069003,0.03958,0.097517,-0.1656,-0.045166,-0.19996,-0.086695,-0.025597,0.16833,-0.064295,0.031526,0.047227,-0.068613,0.08687,0.18856,-0.16539,-0.2786,-0.086441,-0.051101,0.007268,-0.78183,-0.0085525,-0.11312,-0.052927
0.026938,0.090002,-0.029585,0.014183,-0.0066928,0.016462,-0.018451,-0.14757,-0.063717,-0.093888,0.04715,-0.065489,-0.012981,0.0028318,-0.016227,-0.0044703,0.055698,-0.058077,0.079029,-0.10136,0.041134,-0.023243,0.039054,-0.023727,0.060859,0.044291,-0.017225,0.12281,0.02836,-0.041415,-0.045052,-0.0060721,-0.0018112,0.020959,-0.036998,0.30054,0.062273,0.0040062,-0.025345,-0.022934
0.0049681,-0.019802,0.023626,0.12868,0.013047,-0.0041536,0.068804,0.094285,0.045791,0.018058,0.082816,0.1101,-0.063571,-0.019956,0.11477,0.0077192,0.062418,-0.041969,-0.033499,-0.096752,0.020839,-0.017785,-0.024089,-0.090259,-0.015256,-0.032736,0.032742,0.01694,-0.016692,-0.0051403,-0.023179,-0.0056347,-0.037546,-0.079172,0.063435,-0.05816,-0.086606,0.11211,0.078791,0.01892
-0.0035197,-0.047192,0.020072,-0.0014531,-0.025044,0.010822,0.031439,-0.0033751,0.027701,-0.056399,0.015245,-0.01097,0.036163,-0.01708,0.0091674,-0.060427,-0.013715,-0.050838,-0.082542,0.02048,-0.0057477,0.00040231,0.055445,0.014343,0.035475,-0.040211,-0.021557,0.033188,-0.052684,0.035067,-0.056373,0.022757,-0.0408,0.005912,0.03233,0.0032768,0.023235,-0.027899,-0.021279,0.031006
0.020433,-0.011269,0.00077455,0.1059,-0.00060268,-0.01864,0.0069682,0.0081479,-0.022985,0.013375,0.02471,0.012256,0.023737,0.027993,0.030735,-0.079134,-0.015955,-0.02066,-0.011845,-0.022411,0.037844,0.027364,-0.018357,-0.034257,-0.018477,-0.012752,0.010352,0.0074054,-0.071404,0.03032,0.0049962,0.0094185,-0.01872,0.029336,0.060891,-0.015656,-0.0090639,-0.050763,0.029323,0.012147
0.068556,-0.029928,0.033229,-0.016784,-0.028454,-0.013583,-0.00022631,0.050765,0.0027768,0.021895,-0.029432,0.035731,-0.020453,-0.017063,0.022295,0.0066048,-0.0033999,0.024139,0.010142,-0.026058,-0.087196,0.014045,0.063154,0.0012788,-0.019636,0.0048643,-0.013073,0.043464,0.05018,-0.013013,0.024642,-0.017664,0.036519,-0.017473,0.0075552,0.023024,0.011539,-0.0025351,-0.014003,-0.029482
0.0096907,0.033375,0.018548,-0.030897,0.021942,0.062947,0.016175,0.0045676,0.011272,-0.027479,-0.0044066,0.03885,-0.0027766,0.019779,0.0044132,-0.042294,0.013552,-0.049102,0.022929,0.0021888,0.020025,0.0085929,0.049131,0.017228,0.0066505,0.0050017,-0.005522,0.0036609,0.0023055,-0.014377,0.011888,-0.011044,0.0047974,0.0058168,0.039173,0.06155,-0.012844,-0.0079939,0.0025691,-0.013714
0.18863,0.047164,0.013756,0.1216,-0.057587,0.023592,-0.20829,-0.3695,0.065506,0.31326,-0.14792,-0.017481,-0.072999,0.09156,-0.049871,-0.17083,0.0086295,0.080682,-0.091045,-0.073132,0.13345,-0.020016,0.052624,0.0006816,-0.32637,0.015938,0.171,0.087591,0.12506,-0.063132,-0.19229,0.044597,-0.017306,-0.12593,-0.079569,0.29599,0.10557,-0.028361,-0.091603,-7.8172e-05
-0.16024,0.0077438,-0.18627,0.043579,0.064345,0.031194,-0.060468,0.11721,0.00023263,-0.014344,-0.086789,-0.016695,-0.18475,-0.011461,-0.032874,-0.026167,0.0092436,-0.075225,-0.045389,-0.064961,-0.025077,-0.059542,0.086144,0.043487,-0.12923,-0.00073189,0.015581,-0.0414,0.092538,0.02402,-0.087503,-0.051161,0.10024,0.050699,-0.024068,-0.039468,-0.0068972,-0.015756,-0.033596,0.033347
0.0038379,-0.023106,0.073028,-0.0044131,-0.050366,0.0061109,-0.011986,0.039368,-0.014755,0.028669,0.031827,0.042106,0.013601,-0.0010645,0.000677,0.02819,0.022238,-0.027609,0.0071638,0.002189,0.0080893,-0.017194,0.056377,0.0057798,-0.09342,0.059251,0.017861,0.014364,-0.0055791,-0.036095,-0.029377,0.0072135,0.0031725,0.050991,0.044889,0.055744,-0.023594,0.014063,0.027984,-0.0097617
0.023995,0.0041334,-0.011145,0.011048,0.041517,0.012486,-0.0086042,-0.0068436,0.047785,0.026364,0.020952,-0.017595,-0.007435,0.037183,-0.018375,0.011166,-0.04006,-0.017021,0.029563,0.013171,0.032388,0.016698,0.020376,0.0057978,-0.026355,-0.041617,0.031908,-0.048055,0.0023684,0.035272,0.018313,0.020126,0.022918,-0.000244,-0.0041421,-0.00019465,-0.0085902,-0.02202,-0.07468,0.0024793
0.011774,-0.028304,0.0045109,0.098712,0.0051137,-0.012325,-0.0067566,-0.0031456,0.0034067,0.047464,0.00086645,-0.011983,-0.0089693,-0.0013595,-0.0025715,-0.035111,0.0052378,0.033255,0.0095998,0.013012,0.011939,-0.011955,-0.014425,0.0017659,-0.030252,0.00029614,-0.0469,-0.0075153,-0.019531,-0.0027806,-0.0072692,0.011701,-0.010155,-0.013284,0.025467,-0.011592,-0.0053902,0.010142,0.025823,-0.030137
-0.020442,0.03388,0.0065354,-0.017871,0.019472,-0.0088716,-0.0033307,0.0031683,-0.0088983,-0.049725,-0.0066996,0.010657,0.0046713,-0.0079823,0.022782,-0.034799,-0.0031389,-0.04264,-0.0080485,0.0062682,0.0030864,-0.0036171,-0.0046431,0.0067998,-0.015297,0.043583,0.024637,-0.024377,0.047151,0.012338,0.0086314,0.014985,-0.017892,0.012963,0.02046,-0.046134,-0.017861,-0.0082129,-0.0037711,0.018903
-0.0019966,-0.0014283,-0.0046369,-0.014203,-0.031893,0.024916,0.013323,0.036811,-0.0090569,-0.012615,-0.01727,0.0087877,-0.012848,0.000234,-0.0016116,-0.016526,0.0039424,-0.0055706,-0.014977,0.016427,-0.0098083,-0.010685,-0.0098259,-0.0020495,0.027977,-0.0067324,-0.012144,-0.00017495,-0.0018996,-0.0086407,-0.013699,-0.02281,-0.00038761,0.0033166,0.0070404,0.012678,0.0032979,-0.0013732,-0.0037727,-0.0080182
-0.012468,-0.071424,-0.021254,0.046222,-0.014097,-0.015362,0.068452,-0.049516,-0.098011,-0.084381,0.086386,-0.032673,-0.098424,0.01746,-0.12625,0.069615,-0.063409,-0.071432,-0.00084614,0.040755,-0.038424,0.295,0.013713,-0.094236,0.12091,0.020237,0.014275,0.005694,0.077703,0.016438,0.0090104,0.094919,0.02502,0.13228,0.036744,0.053477,0.077306,0.11543,0.034167,-0.093166
-0.11499,0.044212,-0.12319,0.013765,0.014469,-0.019984,-0.01433,-0.059035,0.056357,-0.010311,0.053656,0.015088,0.01019,-0.062849,-0.0025453,0.0043217,0.013475,-0.085009,0.017617,0.016817,0.01887,-0.024457,0.0023833,-0.0087953,0.0069653,0.027996,0.028252,0.012441,-0.03087,0.098569,-0.021213,0.024405,0.0056673,-0.020918,-0.037784,-0.015945,-0.11953,0.01016,-0.01184,0.03703
0.064613,-0.027986,0.016171,0.0049032,0.032016,0.078167,0.021594,0.0049356,-0.0017245,-0.0091453,0.075375,-0.057746,-0.049565,-0.0015699,0.048962,0.066648,-0.020363,0.0028168,0.015701,-0.026295,-0.041002,-0.0063146,0.028959,-0.015415,-0.03108,-0.0042904,0.013922,-0.0059523,-0.031102,-0.050849,0.009876,0.00464,-0.0019588,-0.044818,1.1392e-05,0.037925,-0.0034259,0.028608,-0.059241,0.045693
0.011782,0.0039185,0.0017398,0.012001,0.014204,-0.002677,-0.0076417,-0.021969,0.023718,0.046623,0.0050056,-0.010579,0.0059834,0.012871,-0.0037484,-0.002121,0.012495,0.011255,0.040866,-0.0071594,-0.041196,0.0020592,-0.015698,0.029194,-0.0040594,0.003718,-0.011724,-0.0040471,-0.0025625,-0.012633,0.012754,0.02119,0.0053181,0.0086702,-0.015588,-0.0012018,-0.0091193,-0.020911,0.0040515,-0.0015604
0.0069576,-0.00083529,-0.019209,-0.0064409,0.046798,-0.013264,0.0025001,0.00071544,0.0020032,0.0079903,-0.033872,0.025267,0.024823,0.034637,0.0012672,0.052565,0.020357,0.049634,-0.0075736,0.00056296,0.039831,-0.025046,-0.019901,-0.013026,0.00026889,0.024563,-0.030803,-0.012,0.016529,-0.0012668,0.016926,0.0077284,0.004452,0.023596,-0.061586,0.0091243,-0.0025131,0.0068761,0.0053864,-0.0074235
