40,200,100,0.10889,0.79222,1,1.5895,35422,0.35209
40,400,100,0.10889,0.79222,1,0.58136,71022,0.65362
40,600,100,0.10889,0.79222,1,0.37101,1.0662e+05,0.92786
40,800,100,0.10889,0.79222,1,0.24142,1.4222e+05,1.2249
40,900,100,0.10889,0.79222,1,0.19601,1.6002e+05,1.3436
40,1000,100,0.10889,0.79222,1,0.16312,1.7782e+05,1.5734
40,1200,100,0.10889,0.79222,1,0.11612,2.1342e+05,1.7149
40,200,150,0.10889,0.79222,1,1.0085,53332,0.44151
40,400,150,0.10889,0.79222,1,0.44302,1.0693e+05,0.86839
40,600,150,0.10889,0.79222,1,0.22,1.6053e+05,1.2887
40,800,150,0.10889,0.79222,1,0.15073,2.1413e+05,1.7075
40,900,150,0.10889,0.79222,1,0.11936,2.4093e+05,1.9165
40,1000,150,0.10889,0.79222,1,0.1012,2.6773e+05,2.1371
40,1200,150,0.10889,0.79222,1,0.084471,3.2133e+05,2.7438
40,200,200,0.10889,0.79222,1,0.79942,71242,0.65895
40,400,200,0.10889,0.79222,1,0.28269,1.4284e+05,1.1951
40,600,200,0.10889,0.79222,1,0.15544,2.1444e+05,1.8169
40,800,200,0.10889,0.79222,1,0.10438,2.8604e+05,2.2892
40,900,200,0.10889,0.79222,1,0.095983,3.2184e+05,2.5554
40,1000,200,0.10889,0.79222,1,0.082216,3.5764e+05,2.8517
40,1200,200,0.10889,0.79222,1,0.049004,4.2924e+05,3.4318
40,200,250,0.10889,0.79222,1,0.64693,89152,0.74527
40,400,250,0.10889,0.79222,1,0.18935,1.7875e+05,1.4377
40,600,250,0.10889,0.79222,1,0.12026,2.6835e+05,2.1378
40,800,250,0.10889,0.79222,1,0.075352,3.5795e+05,3.0297
40,900,250,0.10889,0.79222,1,0.070177,4.0275e+05,3.2128
40,1000,250,0.10889,0.79222,1,0.062313,4.4755e+05,3.5114
40,1200,250,0.10889,0.79222,1,0.050237,5.3715e+05,4.2253
40,200,300,0.10889,0.79222,1,0.47235,1.0706e+05,0.87744
40,400,300,0.10889,0.79222,1,0.18013,2.1466e+05,1.7245
40,600,300,0.10889,0.79222,1,0.085367,3.2226e+05,2.5419
40,800,300,0.10889,0.79222,1,0.058246,4.2986e+05,3.3661
40,900,300,0.10889,0.79222,1,0.052492,4.8366e+05,3.8501
40,1000,300,0.10889,0.79222,1,0.052395,5.3746e+05,4.1955
40,1200,300,0.10889,0.79222,1,0.043398,6.4506e+05,5.0251
40,200,400,0.10889,0.79222,1,0.40258,1.4248e+05,1.1486
40,400,400,0.10889,0.79222,1,0.13256,2.8568e+05,2.3576
40,600,400,0.10889,0.79222,1,0.066943,4.2888e+05,3.3564
40,800,400,0.10889,0.79222,1,0.04337,5.7208e+05,4.4336
40,900,400,0.10889,0.79222,1,0.046365,6.4368e+05,5.1697
40,1000,400,0.10889,0.79222,1,0.036653,7.1528e+05,5.8796
40,1200,400,0.10889,0.79222,1,0.031569,8.5848e+05,6.8099
