40,1000,450,0.10889,0.79222,1,0.030754,8.0519e+05,5.7233
40,1100,450,0.10889,0.79222,1,0.027387,8.8579e+05,6.7556
40,1200,450,0.10889,0.79222,1,0.023625,9.6639e+05,7.1821
40,1250,450,0.10889,0.79222,1,0.027575,1.0067e+06,7.639
40,1300,450,0.10889,0.79222,1,0.023439,1.047e+06,8.0903
40,1400,450,0.10889,0.79222,1,0.019918,1.1276e+06,9.273
40,1500,450,0.10889,0.79222,1,0.016505,1.2082e+06,9.1742
40,1000,500,0.10889,0.79222,1,0.031054,8.951e+05,7.0442
40,1100,500,0.10889,0.79222,1,0.025557,9.847e+05,8.3077
40,1200,500,0.10889,0.79222,1,0.021035,1.0743e+06,8.3998
40,1250,500,0.10889,0.79222,1,0.025276,1.1191e+06,8.932
40,1300,500,0.10889,0.79222,1,0.020708,1.1639e+06,9.5862
40,1400,500,0.10889,0.79222,1,0.023484,1.2535e+06,10.262
40,1500,500,0.10889,0.79222,1,0.018494,1.3431e+06,10.667
40,1000,550,0.10889,0.79222,1,0.028412,9.8501e+05,7.3877
40,1100,550,0.10889,0.79222,1,0.023458,1.0836e+06,7.6219
40,1200,550,0.10889,0.79222,1,0.024504,1.1822e+06,8.5847
40,1250,550,0.10889,0.79222,1,0.018809,1.2315e+06,8.7754
40,1300,550,0.10889,0.79222,1,0.01477,1.2808e+06,8.9869
40,1400,550,0.10889,0.79222,1,0.016804,1.3794e+06,9.7169
40,1500,550,0.10889,0.79222,1,0.015187,1.478e+06,10.486
40,1000,600,0.10889,0.79222,1,0.0247,1.0729e+06,7.6911
40,1100,600,0.10889,0.79222,1,0.024747,1.1803e+06,8.3559
40,1200,600,0.10889,0.79222,1,0.01859,1.2877e+06,9.1167
40,1250,600,0.10889,0.79222,1,0.019286,1.3414e+06,9.7439
40,1300,600,0.10889,0.79222,1,0.016537,1.3951e+06,10.453
40,1400,600,0.10889,0.79222,1,0.01752,1.5025e+06,11.297
40,1500,600,0.10889,0.79222,1,0.014614,1.6099e+06,11.315
40,1000,650,0.10889,0.79222,1,0.025083,1.1628e+06,8.0116
40,1100,650,0.10889,0.79222,1,0.020533,1.2792e+06,9.0718
40,1200,650,0.10889,0.79222,1,0.018525,1.3956e+06,9.912
40,1250,650,0.10889,0.79222,1,0.015354,1.4538e+06,10.677
40,1300,650,0.10889,0.79222,1,0.015037,1.512e+06,11.144
40,1400,650,0.10889,0.79222,1,0.015812,1.6284e+06,11.616
40,1500,650,0.10889,0.79222,1,0.013223,1.7448e+06,12.43
40,1000,700,0.10889,0.79222,1,0.021778,1.2527e+06,8.9452
40,1100,700,0.10889,0.79222,1,0.018405,1.3781e+06,9.8386
40,1200,700,0.10889,0.79222,1,0.016672,1.5035e+06,10.731
40,1250,700,0.10889,0.79222,1,0.014999,1.5662e+06,11.143
40,1300,700,0.10889,0.79222,1,0.013793,1.6289e+06,11.734
40,1400,700,0.10889,0.79222,1,0.015306,1.7543e+06,12.467
40,1500,700,0.10889,0.79222,1,0.011454,1.8797e+06,13.62
40,1000,750,0.10889,0.79222,1,0.019887,1.3427e+06,10.004
40,1100,750,0.10889,0.79222,1,0.017105,1.4771e+06,11.494
40,1200,750,0.10889,0.79222,1,0.015736,1.6115e+06,12.661
40,1250,750,0.10889,0.79222,1,0.013319,1.6787e+06,13.836
40,1300,750,0.10889,0.79222,1,0.013415,1.7459e+06,13.778
